Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1486338975,LRK3796,PA,PAS,06/16/2022,14,SDN,BMW,L,17390,13113,31710,0,13.0,13,839,111145,0839,0.0,0341P,,NY,O,450,EAST 20TH STREET,,0,408,D,,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,0,,,,,
1486338987,KTG8270,NY,PAS,06/16/2022,14,SUBN,GMC,L,17390,13113,31710,20220915,13.0,13,839,111145,0839,0.0,0333P,,NY,O,450,EAST 20TH STREET,,0,408,C,,BBBBBBB,ALL,ALL,GREY,0.0,2021,-,0,,,,,
1486339013,KER3650,NY,PAS,06/16/2022,20,SUBN,ACURA,L,17390,31710,31710,20220830,13.0,13,839,111145,0839,0.0,0301P,,NY,O,526,EAST 20TH STREET,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0.0,2016,-,0,,,,,
1486339037,HFH4132,NY,PAS,06/23/2022,14,SDN,HONDA,L,12310,17310,10555,20240524,13.0,13,839,111106,0839,0.0,1036A,0930A,NY,F,285,AVENUE C,,0,408,D,,BBBBBBB,ALL,ALL,GY,0.0,1989,-,0,,,,,
1486339049,HRC3598,NY,PAS,06/23/2022,21,SDN,VOLKS,L,17270,10010,12110,20230730,13.0,13,839,111106,0839,0.0,1105A,,NY,F,455,EAST 14 ST,,0,408,C,,BBBYBBB,1100A,1230P,GY,0.0,2017,-,0,,,,,
1486339062,HSR6778,NY,PAS,06/23/2022,21,SUBN,TOYOT,L,31740,31715,0,20231024,13.0,13,839,111106,0839,0.0,1115A,,NY,F,3,STUYVESANT OVAL,,0,408,D1,,BBBYBBB,1100A,1230P,BL,0.0,2012,-,0,,,,,
1486339074,JGG7661,NY,PAS,06/23/2022,21,SUBN,BMW,L,31740,31715,0,20230315,13.0,13,839,111106,0839,0.0,1115A,,,F,3,STUYVESANT OVAL,,0,408,D1,,BBBYBBB,1100A,1230P,WH,0.0,2018,-,0,,,,,
1486339086,KFN6667,NY,PAS,06/23/2022,21,SUBN,JEEP,L,31740,31715,0,20220916,13.0,13,839,111106,0839,0.0,1120A,,NY,F,3,STUYVESANT OVAL,,0,408,D1,,BBBYBBB,1100A,1230P,RED,0.0,2012,-,0,,,,,
1486339098,GJB7372,NY,PAS,06/23/2022,14,SUBN,ME/BE,L,12310,17310,10555,20230905,13.0,13,839,111106,0839,0.0,0825P,0730A,NY,F,285,AVENUE C,,0,408,D1,,BBBBBBB,ALL,ALL,GY,0.0,0,-,0,,,,,
1486339104,HXK1614,NY,PAS,06/24/2022,14,SUBN,ME/BE,L,10010,17310,17330,20240214,13.0,13,839,111106,0839,0.0,0815P,0700A,NY,F,274,FIRST AVENUE,,0,408,C,,BBBBBBB,ALL,ALL,WH,0.0,2010,-,0,,,,,
1486339128,KRD6010,NY,PAS,06/27/2022,40,SDN,FORD,L,17390,31710,31710,20230808,13.0,13,839,111106,0839,0.0,0830P,0745A,NY,F,530,EAST 20 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0.0,2009,-,0,,,,,
1486339130,JCH9314,NY,PAS,06/27/2022,14,SUBN,HONDA,L,12310,17310,10555,20220828,13.0,13,839,111106,0839,0.0,0845P,0745A,NY,F,283,AVENUE C,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0.0,2008,-,0,,,,,
1486339141,HCV1357,NY,PAS,06/27/2022,14,SUBN,JEEP,L,17270,12110,12210,20231120,13.0,13,839,111106,0839,0.0,1000P,0900A,NY,F,521,EAST 14 ST,,0,408,C,,BBBBBBB,ALL,ALL,BL,0.0,2015,-,0,,,,,
1486339189,KKG4740,NY,PAS,06/28/2022,14,SDN,SMART,L,12310,17310,10555,20230412,13.0,13,839,111106,0839,0.0,1145A,1100A,NY,F,285,AVENUE C,,0,408,E2,,BBBBBBB,ALL,ALL,WH,0.0,2017,-,0,,,,,
1486339190,KMA1880,NY,OMS,06/28/2022,14,SUBN,TOYOT,L,12310,17310,10555,20220930,13.0,13,839,111106,0839,0.0,1150A,1100A,NY,F,287,AVENUE C,,0,408,C,,BBBBBBB,ALL,ALL,WH,0.0,2021,-,0,,,,,
1486339207,KSU5545,NY,PAS,06/28/2022,14,SDN,CADIL,L,17270,12110,12210,20230929,13.0,13,839,111106,0839,0.0,1235P,1200A,NY,F,505,EAST 14 ST,,0,408,C,,BBBBBBB,ALL,ALL,GY,0.0,2014,-,0,,,,,
1486339219,JPC9626,NY,PAS,06/28/2022,14,SUBN,NISSA,L,12310,17310,10555,20231206,13.0,13,839,111106,0839,0.0,0830P,0745A,NY,F,285,AVENUE C,,20220628,408,C,,BBBBBBB,ALL,ALL,RD,0.0,2018,-,0,,,,,
1486339244,GCV3695,ME,PAS,06/23/2022,21,P-U,MITSU,L,17270,12210,12310,20221108,13.0,13,839,111132,0839,0.0,1115A,,NY,O,649,EAST 14 STREET,,0,408,C,,YBYYYYB,1100,1230A,WHITE,0.0,2013,-,0,,,,,
1486339256,JBW6752,NY,PAS,06/23/2022,21,SDN,FORD,L,31740,0,31715,20221112,13.0,13,839,111132,0839,0.0,1121A,,NY,F,4,STUYVESANT OVAL,,0,408,D1,,BBBYBBB,1100A,1230P,SILV,0.0,2010,-,0,,,,,
1486339281,HWU6141,NY,PAS,06/23/2022,21,SUBN,HONDA,L,17270,12210,12310,20240126,13.0,13,839,111132,0839,0.0,1115A,,NY,F,647,EAST 14TH STREET,,0,408,D1,,BBBYBBB,1100A,1230P,GRAY,0.0,2021,-,0,,,,,
1486339360,GVV2479,NY,PAS,06/24/2022,21,SDN,HONDA,L,10010,17290,17310,20230114,13.0,13,839,111132,0839,0.0,1203P,,NY,F,270,FIRST AVENUE,,0,408,D1,,BBBBYBB,1100A,1230P,GY,0.0,2015,-,0,,,,,
1486339402,JER2926,NY,PAS,06/24/2022,21,SUBN,ME/BE,L,10010,17350,17370,20230102,13.0,13,839,111132,0839,0.0,1140A,,NY,F,310,FIRST AVE,,0,408,D1,,BBBBYBB,1100A,1230P,GRAY,0.0,2007,-,0,,,,,
1486339414,JFS9154,NY,PAS,06/24/2022,21,SDN,HONDA,L,10010,17350,17370,20230101,13.0,13,839,111132,0839,0.0,1135A,,NY,F,310,FIRST AVENUE,,0,408,D1,,BBBBYBB,1100A,1230P,GY,0.0,2011,-,0,,,,,
1486339426,GVM8375,NY,PAS,06/24/2022,21,SUBN,,L,10010,17350,17370,20231231,13.0,13,839,111132,0839,0.0,1135A,,NY,F,310,FIRST AVE,,0,408,D1,,BBBBYBB,1100A,1230P,GRAY,0.0,2022,-,0,,,,,
1486341962,HZT8116,NY,PAS,06/15/2022,14,SUBN,ME/BE,L,10010,17310,17330,20220701,13.0,13,839,111132,0839,0.0,1110A,,NY,F,272,FIRST AVENUE,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0.0,2012,-,0,,,,,
1486341974,GNG4983,NY,PAS,06/15/2022,14,SUBN,TOYOT,L,10010,17310,17330,20240501,13.0,13,839,111132,0839,0.0,1112A,,NY,F,272,FIRST AVENUE,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0.0,2012,-,0,,,,,
1486341998,JDV9849,NY,PAS,06/16/2022,21,SDN,MINI,L,31740,0,31715,20230102,13.0,13,839,111132,0839,0.0,1121A,,NY,F,4,STUYVESANT OVAL,,0,408,C,,BBBYBBB,1100A,1230P,GREY,0.0,2017,-,0,,,,,
1486342000,KPS5346,NY,PAS,06/16/2022,21,SDN,BMW,L,31740,0,31715,20230720,13.0,13,839,111132,0839,0.0,1125A,,NY,F,4,STUYVESANT OVAL,,0,408,D1,,BBBYBBB,1100A,1230P,BLUE,0.0,2014,-,0,,,,,
1486342012,GBC6818,NY,PAS,06/16/2022,21,SDN,HYUND,L,31740,0,31715,20220729,13.0,13,839,111132,0839,0.0,1130A,,NY,F,4,STUYVESANT OVAL,,0,408,D1,,BBBYBBB,1100A,1230P,BLUE,0.0,2013,-,0,,,,,
1486342024,GCV3695,NY,PAS,06/16/2022,21,SDN,DODGE,L,17270,12210,12310,20221108,13.0,13,839,111132,0839,0.0,1131A,,NY,F,649,EAST 14TH STREET,,0,408,D1,,BBBYBBB,1100A,1230P,WHITE,0.0,2013,-,0,,,,,
1486345839,LMT8400,PA,PAS,06/30/2022,14,SUBN,FORD,L,17270,12110,12210,0,13.0,13,839,111106,0839,0.0,0600P,0530A,NY,F,521,EAST 14 ST,,20220630,408,D1,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,
1486346030,HVK3005,NY,PAS,06/16/2022,21,SUBN,CADIL,L,17270,12210,12310,20230929,13.0,13,839,111132,0839,0.0,1135A,,NY,F,647,EAST 14TH STREET,,0,408,C,,BBBYBBB,1100A,1230P,RED,0.0,2017,-,0,,,,,
1486346078,HAZ1743,NY,PAS,06/17/2022,21,SDN,TOYOT,L,10010,17310,17330,20230914,13.0,13,839,0,0839,0.0,1117A,,NY,O,276,FIRST AVENUE,,0,408,D1,,BBBBYBB,1100A,1230P,WHITE,0.0,2015,-,0,,,,,
1486346080,HRZ1188,NY,PAS,06/17/2022,21,SDN,ME/BE,L,10010,17310,17330,20230724,13.0,13,839,111132,0839,0.0,1121A,,NY,O,276,FIRST AVENUE,,0,408,D1,,BBBBYBB,1100A,1230P,WHITE,0.0,2011,-,0,,,,,
1486346110,GY8183,NC,PAS,06/17/2022,21,MCY,KAWAS,L,17070,40404,40404,0,13.0,13,839,111132,0839,0.0,1135A,,NY,F,4417,EAST 4TH STREET,,0,408,D1,,BBBBYBB,1100A,1230P,BLACK,0.0,0,-,0,,,,,
1486346157,HUE9151,NY,PAS,06/21/2022,21,SUBN,JEEP,L,12310,17290,17310,20230826,13.0,13,839,111132,0839,0.0,1110A,,NY,F,271,AVENUE C,,0,408,D1,,BYBBBBB,1100A,1230P,GY,0.0,2020,-,0,,,,,
1486346169,KHY3532,NY,PAS,06/21/2022,21,SDN,DODGE,L,12310,17310,10555,20230427,13.0,13,0,111132,0000,0.0,1115A,,NY,O,283,AVENUE C,,0,408,D1,,BYBBBBB,1100A,1230P,BLUE,0.0,1993,-,0,,,,,
1486346170,GGW4760,NY,PAS,06/21/2022,21,SDN,ME/BE,L,12310,17310,10555,20230807,13.0,13,839,111122,0839,0.0,1115A,,NY,O,283,AVENUE C,,0,408,D1,,BYBBBBB,1100A,1230P,BLACK,0.0,2006,-,0,,,,,
1486346182,KJE3343,NY,PAS,06/21/2022,21,SUBN,PORSC,L,12310,17310,10555,20221101,13.0,13,839,111132,0839,0.0,1121A,,NY,O,285,AVENUE C,,0,408,D1,,BYBBBBB,1100A,1230P,GRAY,0.0,2012,-,0,,,,,
1486346194,JAE7704,NY,PAS,06/21/2022,21,SUBN,CHEVR,L,12310,17310,10555,20220618,13.0,13,839,111132,0839,0.0,1122A,,NY,O,285,AVENUE C,,0,408,D1,,BYBBBBB,1100A,1230P,BLCK,0.0,2008,-,0,,,,,
1486346212,JCH9729,NY,PAS,06/29/2022,14,SDN,PORSC,L,10010,17310,17330,20221029,13.0,13,839,111132,0839,0.0,0925A,,NY,F,280,FIRST AVENUE,,0,408,C,,BBBBBBB,ALL,ALL,SILVE,0.0,2020,-,0,,,,,
1486346224,JED8075,NY,PAS,06/24/2022,21,SUBN,FORD,L,17270,10010,12110,20230304,13.0,13,839,111132,0839,0.0,1211A,,NY,F,447,EAST 14 STREET,,0,408,C,,BBBBYBB,1100A,1230P,GY,0.0,2019,-,0,,,,,
1486346650,KTY7553,NY,PAS,07/03/2022,68,SDN,ACURA,L,31740,13113,31700,20231103,13.0,13,839,111101,0839,0.0,0100A,,NY,F,10,STUYVESANT OVAL,,0,408,A1,,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0,,,,,
1486346662,KHY3532,NY,PAS,07/03/2022,68,SDN,DODGE,L,12310,17310,10555,20230427,13.0,13,839,111101,0839,0.0,0110A,,NY,O,283,AVENUE C,,0,408,A1,,BBBBBBB,ALL,ALL,BLUE,0.0,1993,-,0,,,,,
1486346674,JEL4879,NY,PAS,07/03/2022,68,SDN,INFIN,L,12310,17310,10555,20230220,13.0,13,839,111101,0839,0.0,0103A,,NY,O,283,AVENUE C,,0,408,A1,,BBBBBBB,ALL,ALL,WHT,0.0,2019,-,0,,,,,
1486346704,JRV7903,NY,PAS,07/03/2022,68,SUBN,JEEP,L,12310,17310,10555,20240603,13.0,13,839,111101,0839,0.0,0119A,,NY,O,283,AVENUE C,,0,408,A1,,BBBBBBB,ALL,ALL,BLK,0.0,2017,-,0,,,,,
1486346730,KJE3343,NY,PAS,07/03/2022,68,SUBN,PORSC,L,31740,13113,31700,20221101,13.0,13,839,111101,0839,0.0,0142A,,NY,F,16,STUYVESANT OVAL,,0,408,A1,,BBBBBBB,ALL,ALL,GRY,0.0,2012,-,0,,,,,
1486346741,KGW5969,NY,PAS,07/03/2022,68,SUBN,SUBAR,L,31740,13113,31700,20221206,13.0,13,839,111101,0839,0.0,0149A,,NY,F,16,STUYVESANT OVAL,,0,408,A1,,BBBBBBB,ALL,ALL,GRY,0.0,2018,-,0,,,,,
1486346753,KWR8842,NY,PAS,07/03/2022,68,SDN,FORD,L,31740,13113,31700,20240505,13.0,13,839,111101,0839,0.0,0152A,,NY,F,16,STUYVESANT OVAL,,0,408,A1,,BBBBBBB,ALL,ALL,RED,0.0,2012,-,0,,,,,
1486346777,JBS9150,NY,PAS,07/03/2022,14,SDN,KIA,L,12310,17310,10555,20240717,13.0,13,839,111101,0839,0.0,0200A,,NY,F,309,AVENUE C,,0,408,A1,,BBBBBBB,ALL,ALL,BLUE,0.0,2018,-,0,,,,,
1486362515,KSV2474,NY,PAS,06/28/2022,75,SDN,INFIN,P,0,40404,40404,20231027,7.0,7,7,972308,0007,0.0,0927P,,NY,F,200,CLINTON,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0.0,2019,-,0,,,,,
1486362539,KVC1759,NY,PAS,06/28/2022,14,SDN,LEXUS,P,0,40404,40404,20231203,7.0,7,7,972308,0007,0.0,0930P,,,F,200,CLINTON,,0,408,J5,,BBBBBBB,ALL,ALL,GRAY,0.0,2010,-,0,,,,,
1486363301,K12NPJ,NJ,PAS,06/29/2022,17,SDN,NISSA,P,22690,28790,29990,20210630,7.0,7,7,973012,0007,0.0,0806A,,NY,F,122,HENRY ST,,0,408,C,,YYYYBBB,0700A,0400P,BLK,0.0,2016,-,0,,,,,
1486363600,JBG6674,NY,PAS,07/09/2022,40,SUBN,HYUND,P,25090,13810,16310,20221212,7.0,7,7,972512,0007,0.0,0227A,,NY,F,81,LUDLOW STREET,,0,408,E9,,BBBBBBB,ALL,ALL,WHI,0.0,2016,-,0,,,,,
1487143540,GTJ9067,NY,PAS,06/15/2022,14,,VOLVO,P,0,40404,40404,20220830,105.0,105,105,972540,0105,0.0,1010P,,,F,221-49,MANO ROAD,,0,408,C,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1487143734,JGW7365,NY,PAS,06/16/2022,41,SUBN,DODGE,P,22520,27140,27190,20230331,105.0,105,105,949268,0105,0.0,1200P,1200P,,F,242-01,138 AVE,,0,408,K6,,BBBBBBB,ALL,ALL,GRY,0.0,2017,-,0,,,,,
1487144581,KHM6628,NY,PAS,06/16/2022,71,,AUDI,P,20140,26890,0,20221101,105.0,105,105,962127,0105,0.0,0450P,0450A,Q,,,108 AVE,221 STREET,0,408,J6,,BBBBBBB,ALL,ALL,BLACK,0.0,2012,-,0,,,,,
1487144891,KKP5879,NY,PAS,07/02/2022,98,SUBN,HONDA,P,26590,18700,51090,20230311,105.0,105,105,949775,0105,0.0,0720P,,Q,,94-43,215 PLACE,,0,408,K6,,BBBBBBB,ALL,ALL,RED,0.0,2004,-,0,,,,,
1487144957,HFB7269,NY,PAS,07/10/2022,19,SDN,HONDA,P,55590,27097,27098,20240304,105.0,105,105,949775,0105,0.0,0102A,,Q,F,231-32,MERRICK BLVD,,0,408,C3,,BBBBBBB,ALL,ALL,GRAY,0.0,2013,-,0,,,,,
1487146541,KMX4817,NY,PAS,07/02/2022,51,VAN,DODGE,P,16890,22090,0,20231014,106.0,106,106,959705,0106,0.0,0823P,,Q,,,82 ST,133 AVE,0,408,E5,,BBBBBBB,ALL,ALL,WH,0.0,2014,-,0,,,,,
1487146553,KRN2825,NY,PAS,07/03/2022,50,SDN,LEXUS,P,0,0,0,20230829,106.0,106,106,959705,0106,0.0,0031A,,,,,S/W/C 123 ST,116 AVE,0,408,E3,,BBBBBBB,ALL,ALL,BK,0.0,2018,-,0,,,,,
1487146693,KKE4729,NY,PAS,06/24/2022,40,SDN,ME/BE,P,20840,53790,19990,20230323,106.0,106,106,956586,0106,0.0,0239A,,Q,F,104-43,115 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0.0,2021,-,0,,,,,
1487146711,KKG4197,NY,PAS,06/24/2022,98,SUBN,VOLKS,P,20440,21140,53490,20230228,106.0,106,106,956586,0106,0.0,0438A,,Q,F,118-16,111 AVE,,0,408,K6,,BBBBBBB,ALL,ALL,BLK,0.0,2012,-,0,,,,,
1487146723,JGX3136,NY,PAS,07/02/2022,40,SDN,ME/BE,P,53790,21540,21590,20230323,106.0,106,106,959495,0106,0.0,0324A,,Q,F,123-23,LIBERTY AVE,,0,408,K6,,BBBBBBB,ALL,ALL,GRAY,0.0,2016,-,0,,,,,
1487146735,KLZ8709,NY,PAS,07/02/2022,98,SUBN,ROVER,P,60810,20790,20790,20230510,106.0,106,106,962531,0106,0.0,0845A,,Q,F,116-32,ROCKAWAY BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0.0,2012,-,0,,,,,
1487147077,HSA7172,NY,PAS,07/01/2022,19,SDN,HONDA,P,53490,22090,22190,0,106.0,106,106,949098,0106,0.0,1135P,,Q,F,133-08,LEFFERTS BLVD,,0,408,K5,,BBBBBBB,ALL,ALL,BL,0.0,1998,-,0,,,,,
1487148021,LRM5863,PA,PAS,06/12/2022,40,VAN,FORD,P,19600,19840,19795,0,106.0,106,106,938050,0106,0.0,0756P,,Q,F,105-17,103 DR,,0,408,99,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,,,,,
1487148070,HAK5520,NY,PAS,06/12/2022,41,DELV,TOYOT,P,19590,20090,20190,20230930,106.0,106,106,938050,0106,0.0,0341P,,Q,F,107-16,103 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WH,0.0,2005,-,0,,,,,
1487148082,JSC1837,NY,PAS,06/12/2022,98,SDN,NISSA,P,64890,21740,21790,20220707,106.0,106,106,938050,0106,0.0,1024P,,Q,,127-18,SUTTER AVE,,0,408,F2,,BBBBBBB,ALL,ALL,WHT,0.0,2017,-,0,,,,,
1487148379,KWM8555,NY,PAS,06/30/2022,40,SDN,INTER,P,21040,53790,19990,20240927,106.0,106,106,962403,0106,0.0,0303P,,Q,F,104-37,117 STREET,,0,408,E3,,BBBBBBB,ALL,ALL,WHITE,0.0,2012,-,0,,,,,
1487148434,JKE8712,NY,PAS,07/01/2022,40,SUBN,BMW,P,19990,19840,19940,20220813,106.0,106,106,962403,0106,0.0,0840A,,Q,F,105-52,107 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,B,0.0,2011,-,0,,,,,
1487148446,KVT7318,NY,PAS,07/02/2022,40,SDN,NISSA,P,22040,0,0,20240510,106.0,106,106,962403,0106,0.0,0854P,,Q,,,132 STREET,LINDEN,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0.0,2007,-,1,,,,,
1487148549,KKG8940,NY,PAS,07/03/2022,98,VAN,FORD,P,22210,64890,21870,20230331,106.0,106,106,962403,0106,0.0,0231A,,Q,F,129-38,135 PL,,0,408,E5,,BBBBBBB,ALL,ALL,WHITE,0.0,2001,-,0,,,,,
1487148835,KUB3159,NY,PAS,06/17/2022,40,SUBN,TOYOT,P,21890,35780,19990,20231020,106.0,106,106,935877,0106,0.0,0030A,,Q,F,105-35,130 ST,,0,408,F2,,BBBBBBB,ALL,ALL,RED,0.0,2004,-,0,,,,,
1487148847,HYH6186,NY,PAS,06/18/2022,40,SDN,NISSA,P,20890,53850,22120,20220521,106.0,106,106,935877,0106,0.0,0342A,,Q,O,132-14,116 AVE,,0,408,K6,,BBBBBBB,ALL,ALL,BLK,0.0,2013,-,0,,,,,
1487148859,JPG4064,NY,PAS,06/18/2022,40,SUBN,NISSA,P,22090,42150,47130,20240125,106.0,106,106,935877,0106,0.0,0402A,,Q,F,89-11,133 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,SIL,0.0,2016,-,0,,,,,
1487148860,KDS8895,NY,PAS,06/18/2022,14,SDN,HONDA,P,59190,18740,18840,20220907,106.0,106,106,935877,0106,0.0,0411A,,Q,F,94-02,PITKIN AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0.0,2020,-,0,,,,,
1487149578,KXB1700,NY,PAS,06/25/2022,14,SUBN,MITSU,P,30140,0,0,20220702,101.0,101,101,937023,0101,0.0,0228P,,Q,,,B 17,OCEAN,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,2022,-,0,,,,,
1487149608,KXT8625,NY,PAS,06/26/2022,14,SUBN,MAZDA,P,30140,36290,61690,20220807,101.0,101,106,937023,0106,0.0,0638P,,Q,F,125,BEACH 17 ST,,0,408,C,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1487149773,JEB1435,NY,PAS,06/17/2022,67,,DODGE,P,21340,19990,20240,20221031,106.0,106,106,934877,0106,0.0,0750P,,,F,107-70,120 ST,,0,408,K6,,BBBBBBB,ALL,ALL,GRY,0.0,2012,-,0,,,,,
1487149785,KMY4130,NY,PAS,06/14/2022,99,SDN,NISSA,P,20190,53790,19990,20231111,106.0,106,106,934877,0106,0.0,1051P,,,F,104-40,108 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0.0,2013,-,0,,,,,
1487149797,HHV9047,NY,PAS,06/17/2022,91,SDN,HYUND,P,5068,40404,40404,20220715,106.0,106,106,934677,0106,0.0,0745P,,Q,F,117-04,189 AVE,,0,408,F7,,BBBBBBB,ALL,ALL,,0.0,2018,-,0,,,,,
1487149803,KTT5592,NY,PAS,06/18/2022,51,SDN,KIA,P,21790,53790,19990,20231209,106.0,106,106,934877,0106,0.0,0840A,,,F,104-55,128 ST,,0,408,N1,,BBBBBBB,ALL,ALL,BK,0.0,2019,-,0,,,,,
1487149815,KHL4751,NY,PAS,05/26/2022,40,SDN,AUDI,P,20890,53850,22120,20221020,106.0,106,106,934877,0106,0.0,0120A,,,O,132-16,116 AVE,,0,408,C,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1487149827,L96PDC,NJ,PAS,05/26/2022,40,SDN,JEEP,P,21790,53790,19990,0,106.0,106,106,934877,0106,0.0,0151P,,,,104-32,128 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0.0,2022,-,0,,,,,
1487149839,JSC8973,NY,PAS,06/23/2022,46,SDN,FORD,P,53790,20340,20390,20220708,106.0,106,106,934877,0106,0.0,0808P,,,F,109-01,LIBERTY AVE,,0,408,C,,BBBBBBB,ALL,ALL,WH,0.0,2018,-,0,,,,,
1487150866,KSF2976,NY,PAS,07/05/2022,14,,BMW,P,20140,23640,0,20220705,103.0,103,103,971000,0103,0.0,0912A,,Q,,,108 AVE,155 ST,0,408,F2,,BBBBBBB,ALL,ALL,,0.0,0,-,0,,,,,
1487151378,KBV6089,NY,PAS,06/20/2022,51,SUV,BMW,P,19730,24240,24225,20240421,103.0,103,103,972945,0103,0.0,0650A,0650A,Q,F,164-15,104 RD,,0,408,J3,,BBBBBBB,ALL,ALL,W,0.0,2016,-,0,,,,,
1487151676,GRR2219,NY,PAS,06/19/2022,98,SUBN,JEEP,P,19340,37090,27790,20220918,103.0,103,103,956882,0103,0.0,0335A,,Q,F,143-13,101 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0.0,2004,-,0,,,,,
1487151688,KNC4170,NY,PAS,06/15/2022,74,P-U,GMC,P,51090,25040,24990,20230719,103.0,103,103,956882,0103,0.0,0620A,,Q,F,179-09,JAMAICA AVE,,0,408,E3,,BBBBBBB,ALL,ALL,WHI,0.0,1997,-,0,,,,,
1487151706,KSN4357,NY,PAS,06/18/2022,67,SUBN,BMW,P,20240,65390,0,20231121,103.0,103,130,956882,0130,0.0,0126A,,Q,F,,109 AVE,UNION HALL ST,0,408,E2,,BBBBBBB,ALL,ALL,WHT,0.0,2014,-,0,,,,,
1487151720,KXL9618,NY,PAS,06/19/2022,98,SDN,BUICK,P,19960,24940,25050,20240615,,0,103,956882,0103,0.0,1210A,,Q,F,177-22,106 RD,,0,408,F2,,BBBBBBB,ALL,ALL,BL,0.0,2010,-,0,,,,,
1487151731,KVT8000,NY,PAS,06/09/2022,98,SDN,TOYOT,P,18140,25070,25090,20240522,103.0,103,103,956882,0103,0.0,0230A,,Q,F,181-13,90 AVE,,0,408,K6,,BBBBBBB,ALL,ALL,GRY,0.0,2006,-,0,,,,,
1487151767,HZE2345,NY,PAS,06/19/2022,70,SDN,LEXUS,P,52590,50690,59690,20220617,103.0,103,103,956882,0103,0.0,0135A,,Q,F,145-09,LAKEWOOD AVE,,0,408,F7,,BBBBBBB,ALL,ALL,GY,0.0,1995,-,0,,,,,
1487151895,JHM7668,NY,PAS,07/02/2022,46,SDN,ACURA,P,0,0,0,20230408,103.0,103,103,973090,0103,0.0,0530A,,Q,,,S/W/C 105 AVE,177 ST,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0.0,2019,-,0,,,,,
1487151901,LPDCG2,FL,PAS,07/02/2022,46,SUBN,ACURA,P,24940,19790,19890,20220808,103.0,103,103,973090,0103,0.0,0522A,,Q,F,105-14,177 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLUE,0.0,0,-,0,,,,,
1487151913,KSC6110,NY,PAS,06/24/2022,98,SDN,MINI,P,24740,49690,18040,20230928,103.0,103,103,973090,0103,0.0,0603P,,Q,F,88-14,172 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0.0,2009,-,0,,,,,
1487152358,GWK7028,NY,PAS,06/09/2022,98,SDN,HONDA,P,25225,40404,40404,20230318,103.0,103,103,953448,0103,0.0,1106A,,Q,,59-37,187 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,RED,0.0,2015,-,0,,,,,
1487152449,JAV9175,NY,PAS,07/04/2022,98,SDN,HONDA,P,25220,49690,18040,20220705,103.0,103,103,973032,0103,0.0,0450P,,Q,F,88-34,187 PL,,0,408,K6,,BBBBBBB,ALL,ALL,WHI,0.0,2015,-,0,,,,,
1487152516,KPM7461,NY,PAS,06/19/2022,20,SDN,LEXUS,P,24540,18140,18290,20230819,103.0,103,103,973032,0103,0.0,1022A,,Q,F,90-17,169 STREET,,0,408,J3,,BBBBBBB,ALL,ALL,WHI,0.0,1999,-,0,,,,,
1487152528,JML1154,NY,PAS,06/19/2022,20,VAN,FORD,P,24540,18140,18290,20230831,103.0,103,103,973032,0103,0.0,1010A,,Q,F,90-07,169 STREET,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0.0,2005,-,0,,,,,
